playerName,saves,penaltiesSaved,punches,highClaims,catches,sweeperClearances,throwOuts,goalKicks,cleanSheets,goalsConceded,errorsLeadingToGoal,ownGoals,yellowCards,redCards,fouls,goals,assists,passes,passesPerMatch,accurateLongBalls,tackles,tackleSuccess,lastManTackles,blockedShots,interceptions,clearances,headedClearance,clearancesOffLine,recoveries,duelsWon,duelsLost,successful5050s,aerialBattlesWon,aerialBattlesLost,bigChancesCreated,crosses,crossAccuracy,throughBalls,goalsPerMatch,headedGoals,goalsWithRightFoot,goalsWithLeftFoot,penaltiesScored,freekicksScored,shots,shotsOnTarget,shootingAccuracy,hitWoodwork,bigChancesMissed,offsides
Jacob  Murphy ,0,0,0,0,0,0,0,0,0,0,0,0,8,0,66,11,16,"2,038",13.59,64,142,56%,0,40,57,70,33,0,429,371,469,117,38,102,27,299,21%,18,0.07,1,10,0,0,1,140,42,30%,6,10,8
Miguel  Almirón ,0,0,0,0,0,0,0,0,0,0,1,0,14,0,109,23,6,"4,104",23.19,100,258,63%,0,84,104,73,28,0,745,664,653,176,36,85,17,173,20%,14,0.13,0,3,20,0,0,250,80,32%,10,24,62
Joe  Willock ,0,0,0,0,0,0,0,0,0,0,0,0,4,0,100,15,7,"2,297",18.09,86,190,57%,0,39,73,44,17,0,418,465,524,127,61,81,13,101,22%,9,0.12,4,8,3,0,0,141,50,35%,0,16,4
Sean  Longstaff ,0,0,0,0,0,0,0,0,0,0,2,0,16,1,113,10,9,"4,406",30.18,247,233,56%,0,48,90,102,52,0,542,509,567,41,93,120,15,127,27%,17,0.07,0,8,2,0,0,137,38,28%,3,15,7
Bruno  Guimarães ,0,0,0,0,0,0,0,0,0,0,0,0,20,0,108,16,14,"4,401",51.17,274,210,55%,0,29,80,50,18,0,551,617,473,139,41,46,17,66,29%,55,0.19,3,12,1,0,0,99,36,36%,3,6,5
Isaac  Hayden ,0,0,0,0,0,0,0,0,0,0,0,0,27,2,139,4,6,"3,168",26.85,96,248,55%,0,28,158,169,84,0,463,605,526,61,230,169,9,93,19%,7,0.03,1,3,0,0,0,75,20,27%,1,2,3
Sandro  Tonali ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,1,0,267,33.38,7,7,100%,0,1,2,4,2,0,20,17,19,3,1,0,0,11,36%,0,0.12,0,1,0,0,0,3,2,67%,0,1,0
Jay  Turner-Cooke ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0
Harvey  Barnes ,0,0,0,0,0,0,0,0,0,0,0,0,7,0,106,40,28,"3,306",19.8,53,108,53%,0,94,37,35,16,0,455,550,751,178,117,188,31,193,15%,22,0.24,1,29,10,0,0,323,134,41%,1,34,28
James  Huntley ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0
Elliot  Anderson ,0,0,0,0,0,0,0,0,0,0,0,0,3,0,27,0,3,602,13.68,8,35,66%,0,9,14,21,11,0,89,125,127,31,30,19,4,28,25%,5,0,0,0,0,0,0,30,9,30%,1,2,2
Lewis  Miley ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,3,530,29.44,18,33,64%,0,7,8,16,5,0,79,58,52,8,11,12,3,11,18%,4,0.06,0,1,0,0,0,14,3,21%,1,1,2
Travis  Hernes ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0
Joe  White ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,12,3,1,1,100%,0,0,0,0,0,0,2,1,4,0,0,3,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0
Lucas  De Bolle ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0
 Joelinton ,0,0,0,0,0,0,0,0,0,0,0,0,36,0,213,18,7,"4,159",26.66,0,248,0,0,51,121,146,100,0,0,0,0,0,0,0,16,58,0,0,0.12,3,8,7,1,0,209,79,38%,7,22,30
Anthony  Gordon ,0,0,0,0,0,0,0,0,0,0,0,0,21,1,100,19,13,"2,111",18.2,0,171,0,0,54,44,25,7,0,0,0,0,0,0,0,22,272,0,0,0.16,0,15,4,1,0,165,68,41%,4,16,22
Callum  Wilson ,0,0,0,0,0,0,0,0,0,0,0,0,26,0,279,88,23,"2,550",11.54,0,76,0,0,75,30,81,55,0,0,0,0,0,0,0,32,100,0,0,0.4,15,58,13,16,0,413,181,44%,13,77,151
Alexander  Isak ,0,0,0,0,0,0,0,0,0,0,0,0,4,0,33,31,3,826,15.88,0,23,0,0,32,10,20,9,0,0,0,0,0,0,0,7,17,0,0,0.6,3,27,1,7,0,129,68,53%,3,26,22
Garang  Kuol ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0
Ben  Parkinson ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,1
Amadou  Diallo ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0
Michael  Ndiweni ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0
Wayne  Hennessey ,633,3,73,274,95,0,703,"1,667",37,312,13,1,4,0,1,0,1,"5,013",26.81,"1,671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt  Turner ,55,0,5,28,2,0,99,136,2,28,3,0,2,0,0,0,0,473,27.82,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odysseas  Vlachodimos ,10,0,4,2,0,0,21,44,1,12,0,0,0,0,0,0,0,153,30.6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matz  Sels ,38,0,6,11,1,0,51,93,1,27,1,0,1,0,0,0,0,325,20.31,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neco  Williams ,0,0,0,0,0,0,0,0,3,77,0,0,13,0,64,1,2,"1,532",21.89,74,152,63%,1,18,70,87,53,4,266,323,279,50,57,58,5,195,18%,4,0,0,1,0,0,0,0,0,0,3,0,6
Harry  Toffolo ,0,0,0,0,0,0,0,0,2,46,0,0,5,0,27,1,3,737,17.55,23,43,51%,1,2,24,74,33,0,111,92,86,4,38,29,3,76,29%,0,0,1,0,0,0,0,0,0,0,0,0,0
Moussa  Niakhaté ,0,0,0,0,0,0,0,0,2,56,0,0,4,1,23,1,0,987,28.2,47,60,57%,1,2,33,103,40,1,169,107,66,3,35,20,0,13,8%,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy-Arnaud  Boly ,0,0,0,0,0,0,0,0,31,137,0,0,9,3,100,7,4,"5,158",42.98,222,259,61%,1,13,194,524,297,1,606,700,387,33,372,175,10,3,0%,3,0,5,1,0,0,0,0,0,0,1,0,9
 Felipe ,0,0,0,0,0,0,0,0,1,42,0,0,8,0,25,0,1,769,33.43,42,54,59%,1,7,40,100,50,1,128,148,90,15,66,36,2,2,0%,0,0,0,0,0,0,0,0,0,0,1,0,4
Zach  Abbott ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Ola  Aina ,0,0,0,0,0,0,0,0,7,75,0,0,6,0,50,3,2,"2,111",37.7,86,84,61%,0,8,63,123,63,0,246,230,177,48,48,48,1,80,20%,2,0,0,1,1,0,0,0,0,0,0,0,4
Gonzalo  Montiel ,0,0,0,0,0,0,0,0,0,11,1,0,5,0,6,0,2,318,22.71,14,22,86%,0,2,9,30,20,0,42,36,30,1,12,9,4,16,6%,1,0,0,0,0,0,0,0,0,0,0,0,2
 Murillo ,0,0,0,0,0,0,0,0,3,56,0,1,5,0,38,0,2,"1,444",45.12,117,50,62%,3,1,37,185,78,3,146,115,121,20,38,40,2,4,25%,6,0,0,0,0,0,0,0,0,0,1,0,0
Nuno  Tavares ,0,0,0,0,0,0,0,0,4,28,1,0,4,0,31,1,1,804,26.8,18,32,66%,0,4,10,45,29,0,101,97,102,24,27,24,1,56,20%,0,0,0,1,0,0,0,0,0,0,0,0,1
Andrew  Omobamidele ,0,0,0,0,0,0,0,0,0,24,1,1,3,0,9,1,0,536,33.5,27,18,50%,0,2,18,55,29,1,50,38,38,0,13,20,0,0,0%,0,0,1,0,0,0,0,0,0,0,0,0,0
Morgan  Gibbs-White ,0,0,0,0,0,0,0,0,0,0,0,0,18,0,89,11,19,"2,889",24.08,145,80,63%,0,48,37,30,15,0,417,437,576,116,138,214,27,383,25%,38,0.09,1,10,0,3,0,155,43,28%,4,13,15
Cheikhou  Kouyaté ,0,0,0,0,0,0,0,0,0,0,1,0,37,1,333,15,11,"8,163",28.05,304,591,66%,0,37,389,593,354,0,"1,411","1,693","1,358",156,706,530,6,111,17%,8,0.05,7,7,0,0,0,191,61,32%,9,13,17
Ryan  Yates ,0,0,0,0,0,0,0,0,0,0,0,0,11,0,104,1,3,"1,394",22.85,54,104,56%,0,18,31,83,38,0,221,293,213,9,74,59,4,14,14%,2,0.02,0,1,0,0,0,58,12,21%,1,3,3
 Danilo ,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,5,4,951,22.64,59,54,44%,0,10,44,59,15,0,178,115,117,31,19,24,3,29,14%,6,0.12,0,2,3,0,0,38,11,29%,0,1,4
Ibrahim  Sangaré ,0,0,0,0,0,0,0,0,0,0,0,0,6,0,22,0,0,419,24.65,23,42,55%,0,3,16,19,8,0,70,65,69,6,9,16,0,2,0%,3,0,0,0,0,0,0,8,0,0%,0,1,2
Nicolás  Domínguez ,0,0,0,0,0,0,0,0,0,0,0,0,4,0,26,2,2,829,31.88,27,63,54%,0,8,18,23,11,0,108,107,85,7,21,19,2,6,33%,2,0.08,1,1,0,0,0,22,6,27%,0,1,2
Jamie  McDonnell ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0
Giovanni  Reyna ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,129,14.33,4,7,43%,0,1,2,0,0,0,14,19,23,3,7,9,0,8,25%,0,0,0,0,0,0,0,5,2,40%,0,0,0
Taiwo  Awoniyi ,0,0,0,0,0,0,0,0,0,0,0,0,4,0,33,16,4,391,8.32,0,26,0,0,6,5,29,24,0,0,0,0,0,0,0,3,4,0,0,0.34,4,9,3,0,0,57,26,46%,2,12,28
Detlef  Esapa Osong ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0
Chris  Wood ,0,0,0,0,0,0,0,0,0,0,0,0,5,0,182,69,8,"3,406",15,0,60,0,0,57,13,129,93,0,0,0,0,0,0,0,14,41,0,0,0.3,23,30,15,5,0,350,168,48%,12,77,180
Anthony  Elanga ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,8,12,"1,231",16.41,0,66,0,0,17,20,25,15,0,0,0,0,0,0,0,19,88,0,0,0.11,3,4,1,0,0,87,35,40%,4,15,26
Divock  Origi ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,63,22,7,"1,085",8.54,0,43,0,0,28,11,15,7,0,0,0,0,0,0,0,8,84,0,0,0.17,7,11,4,0,0,120,50,42%,5,14,31
Callum  Hudson-Odoi ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,47,12,12,"2,212",21.9,0,73,0,0,40,23,25,8,0,0,0,0,0,0,0,19,251,0,0,0.12,0,12,0,0,0,108,41,38%,4,7,24
Joe  Gardner ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0
Rodrigo  Ribeiro ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0
Adam  Davies ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wes  Foderingham ,133,0,11,26,5,0,101,262,1,79,5,1,2,0,1,0,0,943,31.43,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan  Amissah ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivo  Grbic ,37,0,5,8,1,0,25,89,0,25,1,0,1,0,0,0,0,271,30.11,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George  Baldock ,0,0,0,0,0,0,0,0,17,111,1,0,18,0,112,2,6,"2,334",28.12,56,127,69%,1,11,69,161,85,1,338,348,365,65,80,98,8,208,25%,1,0,0,2,0,0,0,0,0,0,0,0,22
Chris  Basham ,0,0,0,0,0,0,0,0,14,106,1,0,11,0,64,1,4,"2,792",28.49,139,198,60%,0,2,146,323,181,5,412,502,341,54,185,141,3,93,15%,0,0,0,1,0,0,0,0,0,0,1,0,13
John  Egan ,0,0,0,0,0,0,0,0,16,94,1,0,12,2,69,2,1,"2,596",35.56,208,91,57%,2,17,112,334,148,1,327,350,252,1,228,146,2,6,17%,0,0,1,1,0,0,0,0,0,0,0,0,1
Max  Lowe ,0,0,0,0,0,0,0,0,0,22,0,0,2,0,17,0,1,279,15.5,9,47,45%,0,3,10,20,4,0,32,72,78,9,10,31,1,30,7%,0,0,0,0,0,0,0,0,0,0,0,0,1
Anel  Ahmedhodzic ,0,0,0,0,0,0,0,0,1,89,1,0,9,1,34,2,0,955,30.81,47,64,56%,2,4,34,134,42,0,106,139,108,11,51,36,1,6,17%,1,0,1,1,0,0,0,0,0,0,1,0,2
Jack  Robinson ,0,0,0,0,0,0,0,0,4,106,0,2,14,0,34,1,2,"1,778",32.93,102,71,56%,2,5,52,196,84,2,225,223,151,11,116,86,2,25,20%,1,0,0,0,1,0,0,0,0,0,0,0,2
Jayden  Bogle ,0,0,0,0,0,0,0,0,3,99,0,1,11,0,53,5,0,"1,084",21.68,38,99,60%,1,14,46,104,59,0,203,234,247,36,68,51,0,52,21%,1,0,0,3,2,0,0,0,0,0,0,0,5
Rhys  Norrington-Davies ,0,0,0,0,0,0,0,0,0,6,0,0,1,0,3,0,0,54,10.8,1,1,100%,0,0,1,2,1,0,4,4,7,1,1,1,0,2,0%,0,0,0,0,0,0,0,0,0,0,0,0,1
Jili  Buyabu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Yasser  Larouci ,0,0,0,0,0,0,0,0,0,11,0,0,1,0,5,0,0,165,15,2,17,53%,0,2,7,20,10,0,34,33,25,10,1,4,1,6,0%,0,0,0,0,0,0,0,0,0,0,0,0,1
Auston  Trusty ,0,0,0,0,0,0,0,0,1,81,1,0,4,0,23,0,0,846,26.44,38,47,64%,3,1,35,145,82,1,89,127,104,6,63,51,3,5,40%,0,0,0,0,0,0,0,0,0,0,1,0,3
Evan  Easton ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason  Holgate ,0,0,0,0,0,0,0,0,28,180,3,1,31,3,115,3,5,"4,736",34.82,405,227,64%,3,7,160,514,256,2,582,617,446,41,244,188,9,101,18%,4,0,1,1,1,0,0,0,0,0,2,0,4
Sam  Curtis ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,1,0%,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Dovydas  Sasnauskas ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver  Norwood ,0,0,0,0,0,0,0,0,0,0,0,0,22,0,73,2,1,"4,267",43.99,412,156,54%,0,12,104,124,59,0,555,274,300,12,74,64,9,364,28%,4,0.02,0,2,0,2,0,43,13,30%,0,0,1
Ben  Osborn ,0,0,0,0,0,0,0,0,0,0,0,0,4,0,27,1,2,"1,480",24.26,51,70,53%,0,8,26,45,22,0,218,154,175,30,25,48,6,131,23%,3,0.02,0,1,0,0,0,16,5,31%,0,0,6
Oliver  Arblaster ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,428,35.67,21,23,61%,0,0,15,8,1,0,52,61,47,17,9,15,1,7,0%,0,0,0,0,0,0,0,1,1,100%,0,0,0
Andre  Brooks ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,248,12.4,3,22,59%,0,3,14,14,2,0,45,54,67,12,11,14,0,8,0%,0,0,0,0,0,0,0,9,2,22%,0,1,0
Anis  Ben Slimane ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,136,9.07,2,11,55%,0,2,5,7,3,0,35,26,56,2,7,18,0,0,0%,1,0,0,0,0,0,0,8,3,38%,0,2,2
Vinicius  Souza ,0,0,0,0,0,0,0,0,0,0,0,0,3,0,48,1,0,979,27.19,39,125,61%,0,4,32,75,49,0,153,220,152,17,67,41,0,10,20%,0,0.03,0,1,0,0,0,14,6,43%,0,0,2
Gustavo  Hamer ,0,0,0,0,0,0,0,0,0,0,0,0,9,0,50,4,6,982,27.28,42,39,54%,0,15,29,32,11,0,162,90,154,28,6,16,10,115,29%,5,0.11,0,3,1,0,0,49,15,31%,0,1,6
Tom  Davies ,0,0,0,0,0,0,0,0,0,0,2,0,31,0,163,6,5,"4,008",24.44,183,191,60%,0,34,141,103,53,0,574,561,636,101,96,151,7,54,20%,15,0.04,1,3,2,0,0,86,20,23%,3,6,10
James  McAtee ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,3,3,502,15.21,7,32,66%,0,8,11,15,4,0,97,106,161,34,13,31,4,36,25%,6,0.09,0,1,2,1,0,27,9,33%,0,2,1
Ryan  Oné ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0
Sydie  Peck ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0
Owen  Hampson ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0
Rhian  Brewster ,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,0,0,280,7,0,13,0,0,10,6,6,2,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,31,11,35%,1,2,5
Oliver  McBurnie ,0,0,0,0,0,0,0,0,0,0,0,0,9,2,76,13,4,"1,587",16.53,0,74,0,0,20,26,100,91,0,0,0,0,0,0,0,7,22,0,0,0.14,4,8,1,2,0,120,59,49%,3,25,13
William  Osula ,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,90,4.29,0,2,0,0,6,2,9,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,21,8,38%,0,2,6
Daniel  Jebbison ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,38,7.6,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,1,0,0,0,4,2,50%,0,2,1
Cameron  Archer ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,4,1,348,8.92,0,18,0,0,16,1,9,3,0,0,0,0,0,0,0,6,6,0,0,0.1,0,4,0,0,0,43,11,26%,1,6,14
Ben  Brereton ,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,6,1,253,18.07,0,9,0,0,9,3,11,4,0,0,0,0,0,0,0,3,9,0,0,0.43,1,5,0,1,0,35,19,54%,1,5,11
Billy  Blacker ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0
Louie  Marsh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0
Fraser  Forster ,379,4,57,106,25,0,465,"1,099",45,189,8,0,6,0,1,0,0,"3,579",24.18,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon  Austin ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfie  Whiteman ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guglielmo  Vicario ,110,0,15,30,2,0,193,201,7,61,0,0,2,0,0,0,0,"1,371",36.08,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emerson  Royal ,0,0,0,0,0,0,0,0,12,83,0,0,11,1,63,4,2,"2,946",37.29,71,162,64%,0,9,60,188,102,0,336,396,299,42,77,91,2,134,19%,4,0,0,3,0,0,0,0,0,0,0,0,2
Cristian  Romero ,0,0,0,0,0,0,0,0,18,108,2,1,23,2,101,6,1,"5,486",66.9,200,196,59%,5,7,121,269,156,1,510,461,268,27,190,95,3,3,0%,12,0,3,3,0,0,0,0,0,0,4,0,3
Ben  Davies ,0,0,0,0,0,0,0,0,76,300,1,0,39,0,245,10,19,"12,722",42.98,468,504,67%,2,40,337,842,438,3,981,"1,344","1,156",98,532,493,25,674,22%,10,0,3,1,6,0,0,0,0,0,3,0,11
Alfie  Dorrington ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro  Porro ,0,0,0,0,0,0,0,0,6,80,2,0,3,0,49,6,10,"2,343",46.86,92,116,68%,1,21,49,100,38,0,284,215,225,40,18,25,17,275,23%,21,0,0,6,0,0,0,0,0,0,3,0,2
Destiny  Udogie ,0,0,0,0,0,0,0,0,2,40,3,0,5,1,51,2,3,"1,214",43.36,7,68,49%,1,2,37,67,40,0,169,150,151,24,22,27,3,22,5%,0,0,0,0,2,0,0,0,0,0,0,0,3
Ashley  Phillips ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Micky  van de Ven ,0,0,0,0,0,0,0,0,5,38,0,0,5,0,13,3,0,"1,783",66.04,41,49,71%,4,1,18,71,34,1,144,119,84,15,38,41,0,3,0%,0,0,0,0,3,0,0,0,0,0,0,0,1
Radu  Dragusin ,0,0,0,0,0,0,0,0,1,7,0,0,1,0,6,0,0,369,41,6,5,60%,0,0,8,18,11,0,21,19,14,1,9,6,0,0,0%,1,0,0,0,0,0,0,0,0,0,0,0,1
Oliver  Skipp ,0,0,0,0,0,0,0,0,0,0,1,0,16,0,52,1,0,"2,156",28,67,94,56%,0,8,33,38,15,0,238,193,190,19,34,51,1,17,24%,5,0.01,0,1,0,0,0,17,5,29%,0,1,1
Pierre-Emile  Højbjerg ,0,0,0,0,0,0,0,0,0,0,3,0,41,2,299,12,15,"14,660",57.72,784,504,60%,0,64,340,327,173,0,"1,865","1,243","1,136",206,250,189,20,141,29%,42,0.05,0,10,2,0,0,240,73,30%,7,11,3
Ryan  Sessegnon ,0,0,0,0,0,0,0,0,6,91,0,0,6,0,58,4,8,"1,459",19.99,29,70,69%,0,15,35,86,37,0,245,199,291,47,45,70,14,147,18%,7,0,1,1,2,0,0,0,0,0,1,0,29
Pape  Sarr ,0,0,0,0,0,0,0,0,0,0,0,0,10,0,36,3,4,"1,467",32.6,28,41,73%,0,11,37,34,22,0,166,109,127,21,27,32,3,25,20%,6,0.07,0,1,2,0,0,38,14,37%,1,3,0
Rodrigo  Bentancur ,0,0,0,0,0,0,0,0,0,0,0,0,20,0,66,6,7,"2,651",45.71,81,104,59%,0,12,57,69,38,0,270,238,238,46,50,56,6,34,24%,12,0.1,0,4,2,0,0,47,16,34%,1,2,0
Yves  Bissouma ,0,0,0,0,0,0,0,0,0,0,2,0,42,3,208,3,2,"6,766",41.51,237,387,65%,0,36,217,210,125,0,849,836,665,200,118,111,5,26,19%,15,0.02,0,3,0,0,0,140,23,16%,2,4,3
Alfie  Devine ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0
Dejan  Kulusevski ,0,0,0,0,0,0,0,0,0,0,0,0,12,0,110,15,18,"2,264",26.95,31,119,51%,0,58,44,9,3,0,353,332,494,131,14,30,26,176,26%,24,0.18,1,3,11,0,0,126,44,35%,1,7,17
James  Maddison ,0,0,0,0,0,0,0,0,0,0,1,0,29,1,154,47,41,"7,211",37.75,333,263,54%,0,149,67,33,10,0,654,974,800,239,32,97,61,912,25%,88,0.25,0,35,12,2,8,447,155,35%,8,23,23
Giovani  Lo Celso ,0,0,0,0,0,0,0,0,0,0,0,0,13,0,61,3,5,"2,168",28.16,85,109,62%,0,14,22,24,10,0,240,286,276,57,23,45,6,111,21%,11,0.04,0,0,3,0,0,55,16,29%,2,3,2
Mikey  Moore ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2.5,0,0,0%,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0
